PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,NICKNAME,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG_PCT,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG_PCT,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG_PCT,Left Corner 3_FGM,Left Corner 3_FGA,Left Corner 3_FG_PCT,Right Corner 3_FGM,Right Corner 3_FGA,Right Corner 3_FG_PCT,Above the Break 3_FGM,Above the Break 3_FGA,Above the Break 3_FG_PCT,Backcourt_FGM,Backcourt_FGA,Backcourt_FG_PCT,Corner 3_FGM,Corner 3_FGA,Corner 3_FG_PCT,Total Shots_FGM,Total from 3_FGM,Pct RA_FGM,Pct 3_FGM,Pct Moreyball_FGM,Total Shots_FGA,Total from 3_FGA,Pct RA_FGA,Pct 3_FGA,Pct Moreyball_FGA
1630188,Jalen Smith,1610612741,CHI,25.0,Jalen,41.0,63.0,0.651,3.0,8.0,0.375,1.0,3.0,0.333,3.0,5.0,0.6,3.0,10.0,0.3,24,69,0.348,0.0,0.0,0.0,6.0,15.0,0.4,75.0,30.0,0.547,0.4,0.947,158.0,84.0,0.399,0.532,0.931
1630577,Julian Champagnie,1610612759,SAS,24.0,Julian,28.0,39.0,0.718,3.0,14.0,0.214,0.0,2.0,0.0,20.0,41.0,0.488,7.0,27.0,0.259,37,105,0.352,0.0,0.0,0.0,27.0,68.0,0.397,95.0,64.0,0.295,0.674,0.969,228.0,173.0,0.171,0.759,0.93
1641871,Duop Reath,1610612757,POR,29.0,Duop,7.0,11.0,0.636,1.0,4.0,0.25,0.0,0.0,0.0,3.0,4.0,0.75,5.0,9.0,0.556,11,26,0.423,0.0,0.0,0.0,8.0,13.0,0.615,27.0,19.0,0.259,0.704,0.963,54.0,39.0,0.204,0.722,0.926
1642382,Branden Carlson,1610612760,OKC,26.0,Branden,23.0,30.0,0.767,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.0,3.0,0.0,10,24,0.417,0.0,0.0,0.0,2.0,6.0,0.333,37.0,12.0,0.622,0.324,0.946,65.0,30.0,0.462,0.462,0.924
1630241,Sam Merrill,1610612739,CLE,29.0,Sam,7.0,8.0,0.875,1.0,4.0,0.25,2.0,5.0,0.4,4.0,7.0,0.571,4.0,8.0,0.5,36,84,0.429,0.0,0.0,0.0,8.0,15.0,0.533,54.0,44.0,0.13,0.815,0.945,116.0,99.0,0.069,0.853,0.922
1629723,John Konchar,1610612763,MEM,29.0,John,15.0,19.0,0.789,2.0,2.0,1.0,0.0,2.0,0.0,3.0,13.0,0.231,2.0,2.0,1.0,4,13,0.308,0.0,0.0,0.0,5.0,15.0,0.333,26.0,9.0,0.577,0.346,0.923,51.0,28.0,0.373,0.549,0.922
1630533,Ziaire Williams,1610612751,BKN,24.0,Ziaire,26.0,34.0,0.765,5.0,13.0,0.385,0.0,1.0,0.0,2.0,23.0,0.087,6.0,21.0,0.286,29,80,0.363,0.0,0.0,0.0,8.0,44.0,0.182,68.0,37.0,0.382,0.544,0.926,172.0,124.0,0.198,0.721,0.919
1641738,Kobe Brown,1610612746,LAC,25.0,Kobe,12.0,15.0,0.8,1.0,5.0,0.2,0.0,0.0,0.0,2.0,6.0,0.333,2.0,9.0,0.222,6,26,0.231,0.0,0.0,0.0,4.0,15.0,0.267,23.0,10.0,0.522,0.435,0.957,61.0,41.0,0.246,0.672,0.918
1627780,Gary Payton II,1610612744,GSW,33.0,Gary,33.0,56.0,0.589,3.0,7.0,0.429,0.0,1.0,0.0,3.0,4.0,0.75,1.0,9.0,0.111,5,19,0.263,0.0,0.0,0.0,4.0,13.0,0.308,45.0,9.0,0.733,0.2,0.933,96.0,32.0,0.583,0.333,0.916
1631255,Karlo Matković,1610612740,NOP,24.0,Karlo,33.0,40.0,0.825,1.0,5.0,0.2,0.0,0.0,0.0,2.0,3.0,0.667,0.0,1.0,0.0,4,10,0.4,0.0,0.0,0.0,2.0,4.0,0.5,40.0,6.0,0.825,0.15,0.975,59.0,14.0,0.678,0.237,0.915
1627824,Guerschon Yabusele,1610612752,NYK,30.0,Guerschon,10.0,16.0,0.625,2.0,4.0,0.5,1.0,2.0,0.5,4.0,10.0,0.4,3.0,10.0,0.3,8,29,0.276,0.0,0.0,0.0,7.0,20.0,0.35,28.0,15.0,0.357,0.536,0.893,71.0,49.0,0.225,0.69,0.915
